Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MoSold,SalePrice,TotalSF,Baths_Total,Age_Sold,PorchSF_Total
1010,60.0,6000,5,1926,1950,0,1008,1008,1522,2,7,0,0,0,0,6,102000,2530,2.0,80,138
1011,115.0,21286,5,1948,1950,0,720,720,1271,2,7,1,1,312,0,8,135000,1991,2.0,60,108
1012,75.0,9825,5,1965,1965,0,0,0,1664,2,8,0,0,0,0,5,100000,1664,2.0,45,0
1013,55.0,10592,6,1923,1996,0,602,602,1502,1,7,2,1,180,0,8,165000,2104,1.5,84,261
1014,60.0,7200,5,1910,2006,247,310,1022,1022,1,4,0,1,280,30,6,85000,2044,2.0,99,256
1015,60.0,11664,6,1948,1950,336,746,1082,1082,1,5,1,1,240,130,11,119200,2164,1.0,59,130
1016,70.0,8400,8,2001,2001,643,167,810,1665,2,6,0,2,528,45,11,227000,2475,3.5,8,45
1017,73.0,11883,7,1996,1996,690,814,1504,1504,2,6,1,2,478,66,6,203000,3008,3.0,13,181
1018,61.5,5814,8,1984,1984,1036,184,1220,1360,1,4,1,2,565,0,8,187500,2580,2.0,25,63
1019,65.0,10784,7,1991,1992,0,384,384,1472,2,7,1,2,402,0,5,160000,1856,2.5,16,164
1020,43.0,3013,7,2005,2005,16,1346,1362,1506,2,6,1,2,440,20,4,213490,2868,2.0,1,162
1021,60.0,7024,4,2005,2005,1024,108,1132,1132,1,5,0,2,451,64,6,176000,2264,2.5,3,316
1022,64.0,7406,7,2006,2006,684,515,1199,1220,2,6,0,2,632,54,7,194000,2419,3.0,0,159
1023,52.0,9439,5,1930,1950,324,588,912,1248,1,6,0,1,160,0,3,87000,2160,1.0,77,192
1024,43.0,3182,7,2005,2006,16,1330,1346,1504,2,7,1,2,437,20,5,191000,2850,2.0,3,176
1025,85.0,15498,8,1976,1976,1165,0,1565,2898,2,10,1,2,665,72,5,287000,4463,3.0,32,246
1026,70.0,7700,5,1972,1972,138,276,882,882,1,5,0,2,461,0,3,112500,1764,2.0,35,96
1027,73.0,9300,5,1960,1960,697,571,1268,1264,1,6,2,2,461,0,4,167500,2532,2.0,50,143
1028,71.0,9520,8,2007,2008,1513,125,1638,1646,2,7,1,3,800,44,4,293077,3284,3.0,1,236
1029,79.0,9492,5,1941,1950,368,359,768,1376,1,6,1,1,240,0,4,105000,2144,2.0,66,0
1030,21.0,1680,6,1972,1972,317,355,672,1218,1,7,0,1,264,28,5,118000,1890,2.0,34,28
1031,60.0,7082,5,1916,1995,0,686,686,1928,2,10,0,0,0,0,7,160000,2614,2.0,90,228
1032,102.0,15863,7,1920,1970,523,301,824,3082,2,12,2,2,672,63,8,197000,3906,3.5,89,199
1033,91.0,14541,8,1993,1993,1012,326,1338,2520,2,10,1,3,796,55,11,310000,3858,3.5,13,264
1034,70.0,8125,7,2002,2002,986,668,1654,1654,2,6,0,3,900,136,2,230000,3308,3.0,4,136
1035,50.0,6305,5,1938,1950,0,920,920,954,1,5,1,1,240,0,6,119750,1874,1.0,69,0
1036,65.5,11500,4,1957,1957,0,0,0,845,1,5,0,1,290,0,1,84000,845,1.0,52,186
1037,89.0,12898,9,2007,2008,1022,598,1620,1620,2,6,1,3,912,0,9,315500,3240,3.0,2,228
1038,70.0,9240,8,2001,2002,0,1055,1055,2263,2,7,1,2,905,45,9,287000,3318,2.5,7,234
1039,21.0,1533,4,1970,2008,0,546,546,1344,1,6,1,0,0,0,5,97000,1890,1.5,39,0
1040,21.0,1477,4,1970,1970,509,121,630,630,1,3,0,1,286,0,4,80000,1260,2.0,39,0
1041,88.0,13125,5,1957,2000,168,284,1134,1803,2,8,1,2,484,0,1,155000,2937,3.0,49,0
1042,80.0,9130,6,1966,2000,400,336,800,1632,1,7,0,2,484,40,7,173000,2432,2.0,42,40
1043,34.0,5381,6,2005,2005,900,406,1306,1306,2,5,1,2,624,63,8,196000,2612,3.0,4,233
1044,86.0,11839,7,1990,1990,1085,390,1475,2329,2,10,1,2,514,121,5,262280,3804,3.5,18,313
1045,80.0,9600,8,1981,1981,1104,1420,2524,2524,2,9,1,2,542,120,7,278000,5048,3.5,28,594
1046,65.5,13680,3,1955,1955,0,0,0,1733,2,8,1,2,452,0,6,139600,1733,2.0,54,0
1047,85.0,16056,9,2005,2006,240,1752,1992,2868,3,11,1,3,716,108,7,556581,4860,3.5,1,322
1048,57.0,9245,5,1994,1995,686,304,990,990,1,5,0,2,672,0,2,145000,1980,1.5,14,0
1049,100.0,21750,5,1960,2006,0,0,0,1771,1,9,1,2,336,0,11,115000,1771,1.0,49,0
1050,60.0,11100,4,1946,2006,0,0,0,930,1,6,0,1,308,0,4,84900,930,1.0,64,0
1051,73.0,8993,7,2007,2007,0,1302,1302,1302,2,6,0,2,436,22,8,176485,2604,2.0,0,22
1052,103.0,11175,7,2007,2007,0,1316,1316,1316,2,6,1,2,440,20,10,200141,2632,2.0,0,20
1053,100.0,9500,6,1964,1978,442,374,816,1977,1,9,1,2,540,52,6,165000,2793,2.0,43,52
1054,68.0,8562,5,1957,2002,383,833,1216,1526,1,7,1,1,364,78,5,144500,2742,1.0,53,194
1055,90.0,11367,8,2002,2002,932,133,1065,1989,2,7,1,2,586,60,11,255000,3054,3.5,4,259
1056,104.0,11361,6,1976,1976,644,549,1193,1523,2,7,1,2,478,0,5,180000,2716,2.5,32,189
1057,43.0,7052,7,2005,2005,659,705,1364,1364,2,6,1,2,484,36,6,185850,2728,3.0,1,228
1058,91.0,29959,7,1994,1994,595,378,973,1850,2,7,1,2,467,98,1,248000,2823,2.5,15,266
1059,96.0,11308,9,2008,2008,936,168,1104,2184,2,10,1,3,836,102,7,335000,3288,3.5,1,102
1060,74.0,11275,6,1932,1950,297,0,854,1991,1,7,1,2,432,0,3,220000,2845,1.5,75,19
1061,41.0,4920,8,2001,2001,616,722,1338,1338,2,6,0,2,582,0,4,213500,2676,3.0,9,170
1062,120.0,18000,3,1935,1950,0,894,894,894,1,6,0,3,1248,20,8,81000,1788,1.0,73,20
1063,85.0,13600,5,1900,1950,0,662,662,2337,2,10,0,2,560,57,9,90000,2999,2.0,107,57
1064,50.0,6000,6,1925,1980,397,706,1103,1103,1,5,1,2,440,120,7,110500,2206,1.0,81,286
1065,73.0,11000,5,1966,1966,740,184,1154,1154,1,6,1,2,480,58,11,154000,2308,1.5,43,58
1066,80.0,14000,7,1996,1997,1201,105,1306,2260,2,7,0,2,533,44,4,328000,3566,3.5,14,340
1067,59.0,7837,6,1993,1994,0,799,799,1571,2,7,1,2,380,40,5,178000,2370,2.5,16,40
1068,80.0,9760,6,1964,1964,674,0,780,1611,1,7,0,2,442,128,6,167900,2391,2.5,44,645
1069,42.0,3964,6,1973,1973,837,105,942,2521,2,10,1,2,576,20,6,151400,3463,3.5,33,748
1070,60.0,9600,5,1949,2003,220,625,845,893,1,4,0,2,576,0,5,135000,1738,1.5,58,0
1071,72.0,10152,5,1956,1956,586,462,1048,1048,1,6,0,1,286,20,6,135000,2096,2.0,51,212
1072,78.0,11700,6,1968,1968,298,429,727,1556,1,8,0,2,441,0,5,154000,2283,1.5,41,0
1073,50.0,7585,5,1948,1950,0,810,810,1456,1,7,1,1,280,0,8,91500,2266,2.5,58,0
1074,75.0,7950,6,1977,1977,535,155,690,1426,1,6,0,2,440,0,7,159500,2116,1.5,32,252
1075,74.0,8556,7,2006,2006,0,1240,1240,1240,2,5,0,3,826,93,5,194000,2480,2.0,1,233
1076,75.0,13125,7,1940,1984,410,390,800,1740,1,6,2,1,240,0,7,219500,2540,1.5,67,0
1077,60.0,10800,5,1936,1989,626,170,796,1466,2,7,1,2,566,21,4,170000,2262,2.5,70,457
1078,73.0,15870,5,1969,1969,75,230,1096,1096,1,6,0,1,299,32,3,138800,2192,2.0,37,272
1079,37.0,4435,6,2004,2004,662,186,848,848,1,3,1,2,420,0,5,155900,1696,2.0,2,140
1080,65.0,8775,5,1994,1994,495,495,990,990,1,5,0,1,299,64,4,126000,1980,1.0,13,64
1081,80.0,11040,6,1971,2004,656,602,1258,1258,2,5,0,2,528,0,10,145000,2516,2.5,37,271
1082,75.0,7500,5,1963,1963,824,216,1040,1040,1,5,0,1,308,0,6,133000,2080,2.5,47,220
1083,70.0,8749,7,2002,2002,0,1459,1459,1459,2,6,1,2,527,39,9,192000,2918,2.0,5,231
1084,80.0,8800,6,1964,1964,553,698,1251,1251,1,6,2,1,461,116,3,160000,2502,2.0,42,116
1085,65.0,13031,6,1995,1996,592,99,691,1498,2,6,1,2,409,44,7,187500,2189,2.5,11,359
1086,73.0,9069,6,1992,1992,747,189,936,996,1,5,0,2,564,0,4,147000,1932,2.0,18,120
1087,21.0,1974,4,1973,1973,334,212,546,1092,1,6,0,1,286,96,5,83500,1638,1.5,37,216
1088,85.0,10574,8,2005,2006,0,1082,1082,1953,2,9,1,3,1043,50,5,252000,3035,2.5,4,210
1089,24.0,2522,7,2004,2004,0,970,970,1709,2,7,0,2,380,40,4,137500,2679,2.0,2,40
1090,37.0,3316,8,2005,2005,1039,208,1247,1247,1,4,1,2,550,84,4,197000,2494,2.5,1,84
1091,60.0,8544,3,1950,1950,0,0,0,1040,2,6,0,2,400,0,6,92900,1040,2.0,59,0
1092,24.0,2160,7,1999,2000,510,90,600,1252,2,4,0,2,462,48,3,160000,1852,3.5,9,48
1093,60.0,8400,6,1925,1950,423,758,1181,1694,2,7,1,2,576,0,6,136500,2875,2.0,83,470
1094,71.0,9230,5,1965,1998,661,203,864,1200,1,6,0,2,884,64,10,146000,2064,2.5,41,64
1095,74.0,5868,5,1956,2000,248,448,936,936,1,4,0,1,308,0,5,129000,1872,2.0,54,240
1096,78.0,9317,6,2006,2006,24,1290,1314,1314,2,6,1,2,440,22,3,176432,2628,2.0,1,22
1097,60.0,6882,6,1914,2006,0,684,684,1355,1,7,0,0,0,0,3,127000,2039,1.5,93,251
1098,61.5,3696,8,1986,1986,0,1074,1074,1088,1,5,0,2,461,74,10,170000,2162,1.5,21,211
1099,50.0,6000,4,1936,1950,672,0,672,1324,1,6,0,1,240,0,7,128000,1996,1.0,73,0
1100,82.0,11880,7,1978,1978,704,567,1271,1601,2,7,1,2,478,0,4,157000,2872,2.0,31,0
1101,60.0,8400,2,1920,1950,290,0,290,438,1,3,0,1,246,0,1,60000,728,1.0,89,0
1102,61.0,9758,5,1971,1971,412,251,950,950,1,5,0,1,280,0,7,119500,1900,1.0,36,0
1103,70.0,7000,5,1960,2002,588,422,1010,1134,1,6,0,1,254,16,4,135000,2144,1.0,47,16
1104,79.0,8910,6,1959,1959,655,0,655,1194,1,6,1,2,539,0,7,159500,1849,1.5,47,192
1105,24.0,2016,5,1970,1970,0,630,630,1302,2,6,0,2,440,0,4,106000,1932,2.5,37,0
1106,98.0,12256,8,1994,1995,1032,431,1463,2622,2,9,2,2,712,32,4,325000,4085,3.5,16,218
1107,114.0,10357,7,1990,1991,738,172,910,1442,2,6,1,2,719,244,5,179900,2352,3.0,17,244
1108,168.0,23257,7,2006,2006,0,868,868,2021,2,9,1,2,422,100,9,274725,2889,2.5,0,100
1109,65.0,8063,6,2000,2000,0,924,924,1690,2,7,1,2,463,48,11,181000,2614,2.5,7,148
1110,107.0,11362,8,2004,2005,1039,797,1836,1836,2,7,1,3,862,185,3,280000,3672,3.0,5,310
1111,65.0,8000,6,1995,1996,219,554,773,1658,2,8,1,2,431,84,6,188000,2431,3.5,13,308
1112,80.0,10480,7,1976,1976,403,400,803,1964,2,8,1,2,483,69,9,205000,2767,2.5,32,69
1113,73.0,7100,5,1957,1957,708,108,816,816,1,5,0,1,308,0,7,129900,1632,2.0,49,0
1114,66.0,8923,5,1953,2006,643,365,1008,1008,1,6,0,1,240,18,5,134500,2016,2.0,54,18
1115,90.0,5400,5,1954,2000,415,418,833,833,1,4,0,1,326,0,8,117000,1666,1.0,52,0
1116,93.0,12085,8,2007,2007,1004,730,1734,1734,2,7,1,3,928,0,11,318000,3468,3.0,0,0
1117,65.0,7750,8,2002,2002,353,55,408,1419,2,7,1,2,527,0,3,184100,1827,3.5,7,120
1118,57.0,9764,5,1967,2003,702,192,894,894,1,5,0,2,450,0,5,130000,1788,2.0,41,0
1119,85.0,13825,5,1958,1987,0,533,533,1601,1,6,0,1,300,34,12,140000,2134,1.5,50,314
1120,70.0,7560,5,1959,1959,369,671,1040,1040,1,6,0,1,286,0,7,133700,2080,1.0,47,392
1121,59.0,8263,6,1920,1950,0,1012,1012,1012,1,6,1,1,308,22,5,118400,2024,1.0,87,134
1122,84.0,10084,7,2005,2006,24,1528,1552,1552,2,7,0,3,782,20,7,212900,3104,2.0,1,164
1123,65.5,8926,4,1956,1956,0,672,672,960,1,5,0,1,288,0,10,112000,1632,1.0,53,224
1124,50.0,9405,5,1947,2008,0,698,698,698,1,4,0,0,0,200,6,118000,1396,1.5,62,200
1125,65.0,9125,7,1992,1992,0,384,384,1482,2,7,1,2,392,25,7,163900,1866,2.5,15,125
1126,60.0,10434,4,1955,1955,0,1005,1005,1005,1,5,1,2,672,0,11,115000,2010,1.0,54,0
1127,53.0,3684,7,2007,2007,0,1373,1373,1555,2,7,1,3,660,20,6,174000,2928,2.0,2,163
1128,182.0,14572,7,2004,2004,1300,230,1530,1530,2,7,1,3,630,36,11,259000,3060,3.0,3,180
1129,59.0,11796,7,2004,2005,0,847,847,1959,2,8,1,2,434,48,7,215000,2806,2.5,3,148
1130,60.0,7200,5,1980,1980,936,0,936,936,1,4,0,2,672,0,8,140000,1872,2.0,27,49
1131,65.0,7804,4,1928,1950,622,500,1122,1981,2,7,2,2,576,44,12,135000,3103,3.0,81,475
1132,63.0,10712,5,1991,1992,212,762,974,974,1,5,0,0,0,28,9,93500,1948,1.0,16,28
1133,90.0,9900,6,1880,1950,0,1008,1008,2210,2,8,0,1,205,48,5,117500,3218,2.0,127,48
1134,80.0,9828,8,1995,1995,584,544,1128,2020,2,8,1,2,466,155,6,239500,3148,2.5,14,155
1135,57.0,8773,6,1997,1997,0,916,916,1600,2,7,1,2,460,38,8,169000,2516,2.5,10,138
1136,60.0,6180,6,1926,1950,0,960,960,986,1,5,1,1,180,128,5,102000,1946,1.0,81,128
1137,80.0,9600,6,1950,1950,280,752,1032,1252,1,6,0,1,288,0,4,119000,2284,1.0,58,96
1138,54.0,6342,5,1875,1996,0,780,780,1020,1,6,0,0,0,0,5,94000,1800,1.0,135,176
1139,73.0,9819,6,1977,1977,1567,0,1567,1567,2,5,2,2,714,32,5,196000,3134,3.0,32,296
1140,98.0,8731,5,1920,1950,645,270,915,1167,1,6,1,2,495,0,5,144000,2082,1.0,87,342
1141,60.0,7350,5,1951,1951,852,100,952,952,1,4,0,2,840,0,6,139000,1904,2.0,57,0
1142,80.0,10304,5,1976,1976,381,399,780,1868,2,9,1,2,484,96,10,197500,2648,3.5,33,544
1143,77.0,9965,8,2006,2007,1150,316,1466,2828,3,11,1,3,1052,144,4,424870,4294,4.0,1,269
1144,71.0,9000,5,1959,1959,288,718,1006,1006,1,5,0,0,0,24,7,80000,2012,1.0,49,24
1145,60.0,12180,4,1941,1950,348,324,672,924,1,5,0,1,280,0,7,80000,1596,2.0,69,0
1146,52.0,6240,5,1928,1950,0,1042,1042,1576,1,8,1,1,225,0,8,149000,2618,1.0,78,0
1147,66.5,11200,6,1985,1985,1258,40,1298,1298,2,5,1,2,403,26,5,180000,2596,3.0,21,191
1148,75.0,12000,7,1941,1950,275,429,704,1564,1,7,1,1,234,0,7,174500,2268,1.5,68,0
1149,60.0,5700,7,1926,1950,0,572,572,1111,1,5,1,1,288,0,8,116900,1683,1.0,82,176
1150,50.0,9000,7,1920,1988,624,26,650,1482,1,7,0,2,324,0,7,143000,2132,1.5,89,0
1151,57.0,8280,6,1950,1950,0,932,932,932,1,4,1,1,306,0,11,124000,1864,1.0,57,214
1152,134.0,17755,5,1959,1959,176,1290,1466,1466,1,6,2,2,528,140,11,149900,2932,1.5,47,240
1153,90.0,14115,6,1956,2004,296,230,1073,1811,1,6,1,2,470,0,7,230000,2884,1.0,50,280
1154,60.0,5890,6,1930,2007,538,278,816,816,1,5,0,1,432,0,6,120500,1632,1.0,78,96
1155,73.0,13700,7,1965,1988,454,410,864,1820,1,8,2,2,492,84,5,201800,2684,2.0,43,417
1156,90.0,10768,5,1976,2004,1157,280,1437,1437,2,6,1,2,528,21,7,218000,2874,3.0,31,201
1157,85.0,9350,5,1965,1999,633,586,1219,1265,2,6,1,2,502,92,10,179900,2484,2.5,43,188
1158,34.0,5001,7,2007,2008,904,410,1314,1314,2,6,1,2,626,62,7,230000,2628,3.0,2,234
1159,92.0,11932,8,2007,2008,0,1580,1580,1580,2,7,0,3,830,24,6,235128,3160,2.0,1,24
1160,76.0,9120,6,1974,1974,442,459,901,1876,2,8,1,2,540,69,7,185000,2777,2.5,34,69
1161,24.0,2280,6,1978,1978,311,544,855,1456,2,7,1,2,440,0,7,146000,2311,2.5,32,26
1162,74.0,14778,6,1954,2006,728,568,1296,1640,1,7,1,2,924,0,11,224000,2936,2.0,54,324
1163,109.0,8724,5,1968,1968,492,402,894,894,1,5,1,2,450,0,5,129000,1788,1.0,39,0
1164,60.0,12900,4,1969,1969,1198,0,1198,1258,0,6,0,2,400,0,1,108959,2456,3.0,39,120
1165,68.0,16157,5,1978,1978,680,289,1360,1432,1,5,1,2,588,180,6,194000,2792,2.5,29,348
1166,79.0,9541,7,2009,2009,0,1502,1502,1502,2,7,0,2,644,114,9,233170,3004,2.0,0,114
1167,64.0,10475,8,2008,2008,0,1694,1694,1694,2,7,0,3,776,33,2,245350,3388,2.0,2,193
1168,58.0,10852,6,2000,2000,786,173,959,1671,2,7,1,2,472,38,2,173000,2630,3.5,6,38
1169,120.0,13728,6,1935,1986,626,501,1127,2108,2,7,2,2,540,0,7,235000,3235,2.0,73,90
1170,118.0,35760,10,1995,1996,1387,543,1930,3627,3,10,1,3,807,76,7,625000,5557,4.5,11,437
1171,76.0,9880,6,1977,1977,522,574,1096,1118,1,6,1,1,358,0,7,171000,2214,2.0,31,203
1172,76.0,9120,6,1958,1958,662,599,1261,1261,1,6,1,2,433,0,11,163000,2522,2.0,50,288
1173,35.0,4017,7,2006,2007,0,625,625,1250,2,5,0,2,625,54,3,171900,1875,2.5,2,54
1174,138.0,18030,5,1946,1994,152,977,1598,3086,3,12,1,0,0,0,3,200500,4684,3.0,61,122
1175,80.0,16560,6,1932,1950,503,449,952,2345,2,9,1,2,360,0,7,239000,3297,2.5,74,0
1176,85.0,10678,8,1992,2000,700,983,1683,2872,2,9,1,2,541,33,4,285000,4555,2.5,15,33
1177,37.0,6951,5,1984,1985,658,218,876,923,1,5,0,1,264,0,10,119500,1799,2.0,24,362
1178,60.0,3950,6,1926,2004,468,350,818,1224,1,5,0,1,210,0,12,115000,2042,1.0,83,116
1179,54.0,7681,5,1921,1950,0,731,731,1343,1,7,1,1,186,0,7,154900,2074,1.5,88,294
1180,77.0,8335,5,1954,1954,0,0,0,1124,1,5,1,0,0,36,4,93000,1124,1.0,52,226
1181,85.0,11170,7,1990,1991,1216,0,1216,2514,2,8,0,2,693,0,4,250000,3730,2.5,16,0
1182,64.0,5587,8,2008,2008,1480,120,1600,1652,2,5,1,2,482,53,11,392500,3252,3.5,0,368
1183,160.0,15623,10,1996,1996,2096,300,2396,4476,3,10,2,3,813,78,7,745000,6872,4.5,11,249
1184,60.0,10800,5,1920,1950,821,299,1120,1130,1,5,1,2,720,0,6,120000,2250,2.0,86,229
1185,50.0,35133,5,1963,1963,1159,413,1572,1572,1,5,2,3,995,263,5,186700,3144,2.5,44,526
1186,60.0,9738,5,1924,1950,392,392,784,1221,1,7,0,1,392,0,3,104900,2005,2.0,82,236
1187,107.0,10615,3,1900,1970,440,538,978,1699,2,7,0,2,420,74,8,95000,2677,3.0,109,74
1188,89.0,12461,8,1994,1995,1456,168,1624,1624,2,5,1,3,757,114,7,262000,3248,3.0,12,306
1189,68.0,8935,7,2002,2002,0,831,831,1660,2,7,0,2,493,68,7,195000,2491,2.5,7,212
1190,60.0,7500,7,1999,1999,0,994,994,1804,2,7,1,2,442,60,6,189000,2798,2.5,11,200
1191,73.0,32463,4,1961,1975,1159,90,1249,1622,1,7,1,4,1356,0,3,168000,2871,2.0,46,439
1192,24.0,2645,8,1999,2000,0,776,776,1441,2,5,0,2,492,0,11,174000,2217,2.5,8,206
1193,60.0,9600,5,1925,1994,0,702,702,1472,1,6,0,1,250,0,7,125000,2174,1.0,82,84
1194,73.0,4500,6,1999,1999,883,341,1224,1224,2,5,0,2,402,304,6,165000,2448,3.0,10,304
1195,80.0,9364,6,1969,1969,371,292,663,1352,1,7,0,1,299,36,3,158000,2015,1.5,41,415
1196,51.0,8029,6,2005,2005,0,728,728,1456,2,8,0,2,400,24,7,176000,2184,2.5,3,124
1197,58.0,14054,7,2006,2006,0,879,879,1863,2,9,1,3,660,17,11,219210,2742,2.5,0,117
1198,65.0,8850,7,1916,1950,0,815,815,1690,1,7,1,1,225,0,7,144000,2505,1.0,90,330
1199,70.0,9100,7,2001,2001,0,1212,1212,1212,2,6,0,2,573,0,6,178000,2424,2.0,8,356
1200,75.0,11235,4,1963,1979,547,504,1051,1382,1,6,1,2,459,82,10,148000,2433,1.5,43,82
1201,71.0,9353,4,1970,1970,0,864,864,864,1,5,0,1,280,0,7,116050,1728,1.0,36,0
1202,80.0,10400,7,1998,1998,0,866,866,1779,2,6,0,2,546,36,3,197900,2645,2.5,11,234
1203,50.0,6000,5,1925,1997,0,884,884,1348,1,5,1,1,216,0,5,117000,2232,2.0,84,208
1204,75.0,9750,7,2000,2001,0,1630,1630,1630,2,6,1,2,451,234,10,213000,3260,2.0,9,308
1205,78.0,10140,5,1975,1975,788,268,1056,1074,1,6,0,2,495,88,7,153500,2130,2.5,31,88
1206,90.0,14684,7,1990,1991,485,1496,2158,2196,2,7,1,3,701,70,6,271900,4354,2.0,19,154
1207,66.5,8900,4,1966,1966,1056,0,1056,1056,1,5,0,1,384,42,11,107000,2112,2.0,40,42
1208,70.0,9135,6,2003,2003,340,1342,1682,1700,2,7,0,2,544,23,5,200000,3382,3.0,3,215
1209,70.0,7763,5,1962,1980,504,319,931,1283,1,6,0,2,506,0,10,140000,2214,2.0,46,0
1210,85.0,10182,8,2006,2006,1220,440,1660,1660,2,8,1,2,500,50,5,290000,3320,3.0,0,372
1211,70.0,11218,6,1992,1992,0,1055,1055,1845,2,8,1,2,462,104,5,189000,2900,2.5,18,739
1212,152.0,12134,8,1988,2005,427,132,559,1752,2,8,0,2,492,12,6,164000,2311,2.0,22,337
1213,50.0,9340,4,1941,1950,344,328,672,672,1,4,0,1,234,113,8,113000,1344,2.0,68,113
1214,71.0,10246,4,1965,2001,648,0,648,960,0,3,0,1,364,0,5,145000,1608,1.5,41,88
1215,69.0,10205,5,1962,1962,784,141,925,999,1,6,0,1,300,72,5,134500,1924,2.0,44,222
1216,99.0,7094,5,1966,1966,180,340,894,894,1,5,0,1,384,0,5,125000,1788,1.0,41,0
1217,68.0,8930,6,1978,1978,0,0,0,1902,2,8,0,2,539,0,4,112000,1902,2.0,32,0
1218,72.0,8640,8,2009,2009,936,364,1300,1314,2,6,0,2,552,112,9,229456,2614,3.0,0,247
1219,52.0,6240,4,1947,1950,0,0,0,912,1,3,0,0,0,0,7,80500,912,1.0,59,0
1220,21.0,1680,6,1971,1971,0,672,672,1218,1,7,0,0,0,0,4,91500,1890,1.5,35,201
1221,66.0,7800,5,1964,1964,312,0,912,912,1,5,0,1,288,0,11,115000,1824,1.0,42,0
1222,55.0,8250,5,1968,1968,250,210,952,1211,1,5,1,1,322,63,8,134000,2163,1.0,40,63
1223,78.0,10496,6,1949,1950,196,844,1040,1846,2,7,1,1,315,0,1,143000,2886,2.0,58,0
1224,89.0,10680,5,1951,1951,756,1380,2136,2136,2,7,0,2,528,30,10,137900,4272,2.0,55,30
1225,60.0,15384,7,2004,2005,724,64,788,1490,2,8,1,2,388,75,2,184000,2278,3.5,4,175
1226,65.0,10482,6,1958,1958,507,81,588,1138,1,6,0,1,264,0,6,145000,1726,1.5,49,224
1227,86.0,14598,6,2007,2007,0,894,894,1933,2,9,1,3,668,18,1,214000,2827,2.5,1,118
1228,72.0,8872,5,1965,2008,595,317,912,912,1,5,0,2,576,240,12,147000,1824,2.0,43,240
1229,65.0,8769,9,2008,2008,1540,162,1702,1702,1,7,1,3,1052,72,10,367294,3404,2.5,0,296
1230,70.0,7910,5,1960,1960,666,409,1075,1507,2,7,0,1,404,0,8,127000,2582,2.0,48,0
1231,71.0,18890,5,1977,1977,498,652,1361,2620,2,12,1,2,600,24,8,190000,3981,3.0,30,324
1232,70.0,7728,5,1962,1962,803,303,1106,1190,1,6,0,2,540,18,5,132500,2296,2.0,44,18
1233,70.0,9842,4,1962,1962,0,0,0,1224,2,6,0,2,462,0,3,101800,1224,2.0,45,0
1234,73.0,12160,5,1959,1959,1000,188,1188,1188,1,6,0,2,531,0,5,142000,2376,2.0,51,0
1235,55.0,8525,5,1911,1950,0,940,940,1964,1,7,0,0,0,192,11,130000,2904,1.5,97,192
1236,96.0,13132,5,1914,1950,0,747,747,1784,1,9,0,1,180,40,7,138887,2531,1.5,92,243
1237,36.0,2628,7,2003,2003,0,764,764,1626,2,6,0,2,474,27,6,175500,2390,2.5,7,27
1238,41.0,12393,7,2004,2005,0,847,847,1948,2,8,1,2,434,48,9,195000,2795,2.5,2,148
1239,63.0,13072,6,2005,2005,0,1141,1141,1141,1,6,0,2,484,0,3,142500,2282,1.5,1,0
1240,64.0,9037,8,2006,2006,428,1048,1476,1484,2,6,1,2,472,33,12,265900,2960,2.0,1,153
1241,65.0,8158,7,2003,2003,550,334,884,1768,2,8,0,2,543,63,7,224900,2652,3.5,5,63
1242,83.0,9849,7,2007,2007,0,1689,1689,1689,2,7,0,3,954,56,6,248328,3378,2.0,0,56
1243,85.0,10625,7,1974,1974,885,0,1053,1173,2,6,2,2,528,120,1,170000,2226,3.0,36,120
1244,107.0,13891,10,2006,2006,1386,690,2076,2076,2,7,1,3,850,229,9,465000,4152,3.5,0,445
1245,74.0,11435,8,1929,1950,0,792,792,1517,1,7,2,2,400,0,6,230000,2309,1.0,77,0
1246,78.0,12090,6,1984,2003,0,585,585,1868,3,7,1,2,477,112,1,178000,2453,3.5,23,527
1247,65.0,8125,7,2005,2006,0,756,756,1553,2,6,0,2,615,45,3,186500,2309,2.5,1,45
1248,73.0,12328,6,1976,1976,539,473,1012,1034,1,6,0,3,888,0,5,169900,2046,2.0,34,0
1249,60.0,9600,6,1917,1950,319,416,735,2058,1,8,1,2,396,0,4,129500,2793,1.5,91,259
1250,60.0,7200,5,1950,1950,534,246,876,988,1,6,0,1,276,80,5,119000,1864,1.0,57,80
1251,93.0,11160,7,1968,1968,1065,1045,2110,2110,2,8,2,2,522,0,4,244000,4220,3.5,42,0
1252,88.5,3136,7,2003,2003,0,1405,1405,1405,2,6,1,2,478,36,3,171750,2810,2.0,3,184
1253,62.0,9858,5,1968,1968,510,354,864,874,1,5,0,1,288,0,11,130000,1738,2.0,41,33
1254,68.0,17542,7,1974,2003,125,36,1192,2167,2,9,2,2,518,47,7,294000,3359,3.5,33,267
1255,60.0,6931,7,2003,2004,0,746,746,1656,2,7,1,2,397,128,7,165400,2402,2.5,5,306
1256,52.0,6240,6,1931,1950,425,459,884,1367,1,6,1,1,560,0,11,127500,2251,1.0,76,120
1257,91.0,14303,8,1994,1994,1314,672,1986,1987,2,7,1,2,691,36,8,301500,3973,3.0,14,298
1258,56.0,4060,5,1922,1950,0,864,864,864,1,4,0,0,0,96,7,99900,1728,1.0,87,96
